Protein,Filename,Chain
3UHF,pdb3uhf.ent.gz,A
4QAM,pdb4qam.ent.gz,B
2Y3Z,pdb2y3z.ent.gz,A
3D0K,pdb3d0k.ent.gz,A
7C4H,pdb7c4h.ent.gz,A
8EDJ,8EDJ.pdb.gz,A
5DCQ,pdb5dcq.ent.gz,D
5DCQ,pdb5dcq.ent.gz,A
4Y8A,pdb4y8a.ent.gz,A
1RFS,pdb1rfs.ent.gz,A
1R8O,pdb1r8o.ent.gz,A
1R8O,pdb1r8o.ent.gz,B
4Z54,pdb4z54.ent.gz,A
4CU9,pdb4cu9.ent.gz,A
4G3J,pdb4g3j.ent.gz,A
3KOS,pdb3kos.ent.gz,A
1S7Z,pdb1s7z.ent.gz,A
1O5U,pdb1o5u.ent.gz,A
6VP4,pdb6vp4.ent.gz,A
6TB5,pdb6tb5.ent.gz,A
7MU4,7MU4.pdb.gz,H
6U9Q,pdb6u9q.ent.gz,A
6AWA,pdb6awa.ent.gz,A
2GIG,pdb2gig.ent.gz,A
6SCE,pdb6sce.ent.gz,A
3NXB,pdb3nxb.ent.gz,A
6NMT,pdb6nmt.ent.gz,B
6NMT,pdb6nmt.ent.gz,A
6AIK,pdb6aik.ent.gz,A
3PH9,pdb3ph9.ent.gz,A
6BZ0,pdb6bz0.ent.gz,A
4R60,pdb4r60.ent.gz,A
7R9D,pdb7r9d.ent.gz,H
3MXW,pdb3mxw.ent.gz,H
3MXW,pdb3mxw.ent.gz,L
7R9D,pdb7r9d.ent.gz,N
2CGQ,pdb2cgq.ent.gz,A
2GK4,pdb2gk4.ent.gz,A
6Y8Q,pdb6y8q.ent.gz,A
3B33,pdb3b33.ent.gz,A
6IFF,pdb6iff.ent.gz,A
7OFL,7OFL.pdb.gz,A
3H1N,pdb3h1n.ent.gz,A
2BSJ,pdb2bsj.ent.gz,A
5CM6,pdb5cm6.ent.gz,A
7CXS,pdb7cxs.ent.gz,A
6VVM,pdb6vvm.ent.gz,A
1Z84,pdb1z84.ent.gz,A
6BG2,pdb6bg2.ent.gz,A
6DA7,pdb6da7.ent.gz,A
6IEO,pdb6ieo.ent.gz,A
2OMO,pdb2omo.ent.gz,A
2OZE,pdb2oze.ent.gz,A
4O1K,pdb4o1k.ent.gz,A
6VTC,pdb6vtc.ent.gz,A
6BK7,pdb6bk7.ent.gz,A
5F8C,pdb5f8c.ent.gz,A
1HQ0,pdb1hq0.ent.gz,A
7F8F,7F8F.pdb.gz,A
7B29,7B29.pdb.gz,A
6PDQ,pdb6pdq.ent.gz,A
2FNE,pdb2fne.ent.gz,A
6PDQ,pdb6pdq.ent.gz,B
6T5A,pdb6t5a.ent.gz,E
4G5Z,pdb4g5z.ent.gz,L
6T5A,pdb6t5a.ent.gz,A
5CJF,pdb5cjf.ent.gz,A
3IGN,pdb3ign.ent.gz,A
2PUZ,pdb2puz.ent.gz,A
6AQ7,pdb6aq7.ent.gz,L
6AQ7,pdb6aq7.ent.gz,H
6NJ0,pdb6nj0.ent.gz,A
6Q4S,pdb6q4s.ent.gz,A
1ZRN,pdb1zrn.ent.gz,A
3HHV,pdb3hhv.ent.gz,A
5GK1,pdb5gk1.ent.gz,A
4B60,pdb4b60.ent.gz,A
1YLM,pdb1ylm.ent.gz,A
6YIO,pdb6yio.ent.gz,B
7VKG,7VKG.pdb.gz,A
7ODK,7ODK.pdb.gz,AAA
1R9C,pdb1r9c.ent.gz,A
1YQE,pdb1yqe.ent.gz,A
1O13,pdb1o13.ent.gz,A
5HDQ,pdb5hdq.ent.gz,H
2O38,pdb2o38.ent.gz,A
2Q82,pdb2q82.ent.gz,A
1MLD,pdb1mld.ent.gz,A
1WNH,pdb1wnh.ent.gz,A
7F4R,7F4R.pdb.gz,A
2HXP,pdb2hxp.ent.gz,A
1XWV,pdb1xwv.ent.gz,A
7VI8,7VI8.pdb.gz,A
6YF5,pdb6yf5.ent.gz,A
6UIO,pdb6uio.ent.gz,A
7E28,pdb7e28.ent.gz,A
6WI5,pdb6wi5.ent.gz,A
4PC3,pdb4pc3.ent.gz,C
4Q40,pdb4q40.ent.gz,A
3QLE,pdb3qle.ent.gz,A
6LRC,pdb6lrc.ent.gz,A
4N3S,pdb4n3s.ent.gz,A
6CXW,pdb6cxw.ent.gz,A
2XBT,pdb2xbt.ent.gz,A
7E6V,7E6V.pdb.gz,A
5ZRU,pdb5zru.ent.gz,A
4PQ8,pdb4pq8.ent.gz,A
4M5B,pdb4m5b.ent.gz,A
5KCI,pdb5kci.ent.gz,A
4PU5,pdb4pu5.ent.gz,A
5UC7,pdb5uc7.ent.gz,A
4ILY,pdb4ily.ent.gz,A
5CFL,pdb5cfl.ent.gz,A
7NUU,pdb7nuu.ent.gz,A
5E33,pdb5e33.ent.gz,A
3FXH,pdb3fxh.ent.gz,A
7TH2,7TH2.pdb.gz,C
2WUX,pdb2wux.ent.gz,A
4BZA,pdb4bza.ent.gz,A
6QGR,pdb6qgr.ent.gz,A
6QGR,pdb6qgr.ent.gz,B
6QGR,pdb6qgr.ent.gz,G
5AY6,pdb5ay6.ent.gz,A
4R3L,pdb4r3l.ent.gz,A
6MFI,pdb6mfi.ent.gz,A
4C1W,pdb4c1w.ent.gz,A
4CH9,pdb4ch9.ent.gz,A
7NAY,pdb7nay.ent.gz,A
4X90,pdb4x90.ent.gz,A
4R23,pdb4r23.ent.gz,A
5E5B,pdb5e5b.ent.gz,A
3OYT,pdb3oyt.ent.gz,A
6M5N,pdb6m5n.ent.gz,A
1SH7,pdb1sh7.ent.gz,A
5TXK,pdb5txk.ent.gz,A
6ZQX,pdb6zqx.ent.gz,A
5I1V,pdb5i1v.ent.gz,A
6WU7,pdb6wu7.ent.gz,A
3ZO9,pdb3zo9.ent.gz,A
5XNC,pdb5xnc.ent.gz,A
4HYR,pdb4hyr.ent.gz,A
3ZJB,pdb3zjb.ent.gz,A
5V13,pdb5v13.ent.gz,A
4P9J,pdb4p9j.ent.gz,A
6WUD,pdb6wud.ent.gz,B
7FHR,7FHR.pdb.gz,A
3NV0,pdb3nv0.ent.gz,A
3NV0,pdb3nv0.ent.gz,B
2AG5,pdb2ag5.ent.gz,A
5CFE,pdb5cfe.ent.gz,A
6G60,pdb6g60.ent.gz,A
4FC7,pdb4fc7.ent.gz,A
7LUH,7LUH.pdb.gz,A
5T5X,pdb5t5x.ent.gz,A
5XEM,pdb5xem.ent.gz,A
4RAJ,pdb4raj.ent.gz,A
6PTT,pdb6ptt.ent.gz,A
5LOA,pdb5loa.ent.gz,A
3APQ,pdb3apq.ent.gz,A
6LKR,pdb6lkr.ent.gz,A
4V3C,pdb4v3c.ent.gz,A
7JT8,pdb7jt8.ent.gz,I
2FZW,pdb2fzw.ent.gz,A
3MMZ,pdb3mmz.ent.gz,A
5XU7,pdb5xu7.ent.gz,A
7D86,pdb7d86.ent.gz,A
7DBL,pdb7dbl.ent.gz,A
3VCR,pdb3vcr.ent.gz,A
2OOJ,pdb2ooj.ent.gz,A
5FC2,pdb5fc2.ent.gz,B
5KD6,pdb5kd6.ent.gz,A
4ANR,pdb4anr.ent.gz,A
6HNS,pdb6hns.ent.gz,A
6UVQ,pdb6uvq.ent.gz,A
3ZJE,pdb3zje.ent.gz,A
7P18,pdb7p18.ent.gz,A
1O69,pdb1o69.ent.gz,A
1AQK,pdb1aqk.ent.gz,H
3G85,pdb3g85.ent.gz,A
4GED,pdb4ged.ent.gz,B
7V58,7V58.pdb.gz,A
5OP0,pdb5op0.ent.gz,A
6WFZ,pdb6wfz.ent.gz,A
6WFZ,pdb6wfz.ent.gz,B
6ZZ5,6ZZ5.pdb.gz,AAA
3F3Z,pdb3f3z.ent.gz,A
2QM0,pdb2qm0.ent.gz,A
1ZE3,pdb1ze3.ent.gz,H
2XQU,pdb2xqu.ent.gz,A
7PZT,7PZT.pdb.gz,A
3C4Z,pdb3c4z.ent.gz,A
3CB6,pdb3cb6.ent.gz,A
4CQB,pdb4cqb.ent.gz,A
4UMS,pdb4ums.ent.gz,A
6XAW,pdb6xaw.ent.gz,A
6XAW,pdb6xaw.ent.gz,B
6KFQ,pdb6kfq.ent.gz,A
4CW9,pdb4cw9.ent.gz,A
3RDY,pdb3rdy.ent.gz,A
5FZO,pdb5fzo.ent.gz,A
7X8V,7X8V.pdb.gz,A
2EJ8,pdb2ej8.ent.gz,A
4H2K,pdb4h2k.ent.gz,A
2I0Z,pdb2i0z.ent.gz,A
5ZNJ,pdb5znj.ent.gz,A
2DYJ,pdb2dyj.ent.gz,A
2EWF,pdb2ewf.ent.gz,A
3OJI,pdb3oji.ent.gz,A
3F8K,pdb3f8k.ent.gz,A
3ZYW,pdb3zyw.ent.gz,A
1JR2,pdb1jr2.ent.gz,A
4NV8,pdb4nv8.ent.gz,A
2Y8D,pdb2y8d.ent.gz,A
2A4A,pdb2a4a.ent.gz,A
4LZA,pdb4lza.ent.gz,A
7KV4,7KV4.pdb.gz,AAA
5OO7,pdb5oo7.ent.gz,A
1SS4,pdb1ss4.ent.gz,A
4D5T,pdb4d5t.ent.gz,A
3LZ6,pdb3lz6.ent.gz,A
6QRL,pdb6qrl.ent.gz,A
2CU5,pdb2cu5.ent.gz,A
7FIU,7FIU.pdb.gz,A
1TZ0,pdb1tz0.ent.gz,A
8BEG,8BEG.pdb.gz,A
7UPV,7UPV.pdb.gz,A
6RLT,pdb6rlt.ent.gz,A
5MTW,pdb5mtw.ent.gz,A
7N3T,7N3T.pdb.gz,A
3QQQ,pdb3qqq.ent.gz,A
7N3T,7N3T.pdb.gz,C
1WOS,pdb1wos.ent.gz,A
7VFK,7VFK.pdb.gz,A
5SUZ,pdb5suz.ent.gz,A
1RKD,pdb1rkd.ent.gz,A
3CSX,pdb3csx.ent.gz,A
2V7B,pdb2v7b.ent.gz,A
5O3Z,pdb5o3z.ent.gz,A
7O6U,7O6U.pdb.gz,A
3ZM6,pdb3zm6.ent.gz,A
1SGJ,pdb1sgj.ent.gz,A
4I4N,pdb4i4n.ent.gz,A
7QSB,7QSB.pdb.gz,A
4ML9,pdb4ml9.ent.gz,A
3I36,pdb3i36.ent.gz,A
5CYZ,pdb5cyz.ent.gz,A
5CYZ,pdb5cyz.ent.gz,C
6B9O,pdb6b9o.ent.gz,A
6YU8,pdb6yu8.ent.gz,A
6YU8,pdb6yu8.ent.gz,B
3NOI,pdb3noi.ent.gz,A
5YM0,pdb5ym0.ent.gz,A
2Q4V,pdb2q4v.ent.gz,A
3MSU,pdb3msu.ent.gz,A
7KAV,pdb7kav.ent.gz,A
3R89,pdb3r89.ent.gz,A
3UAN,pdb3uan.ent.gz,A
6TH2,pdb6th2.ent.gz,A
6A8W,pdb6a8w.ent.gz,A
5UFB,pdb5ufb.ent.gz,A
6AEP,pdb6aep.ent.gz,A
3R7A,pdb3r7a.ent.gz,A
4W4T,pdb4w4t.ent.gz,A
6KYZ,pdb6kyz.ent.gz,A
6KYZ,pdb6kyz.ent.gz,B
6SR9,pdb6sr9.ent.gz,A
6SW4,pdb6sw4.ent.gz,A
7CAX,pdb7cax.ent.gz,A
7XS4,7XS4.pdb.gz,A
5XGU,pdb5xgu.ent.gz,A
7DL3,pdb7dl3.ent.gz,A
3N3U,pdb3n3u.ent.gz,A
5VFZ,pdb5vfz.ent.gz,A
5MQI,pdb5mqi.ent.gz,A
4BK8,pdb4bk8.ent.gz,A
6JLC,pdb6jlc.ent.gz,A
6LGV,pdb6lgv.ent.gz,A
5Y9W,pdb5y9w.ent.gz,A
5Y9W,pdb5y9w.ent.gz,C
4G4F,pdb4g4f.ent.gz,A
5WPW,pdb5wpw.ent.gz,A
4I42,pdb4i42.ent.gz,A
4Q82,pdb4q82.ent.gz,A
6A8U,pdb6a8u.ent.gz,A
6L7R,pdb6l7r.ent.gz,A
6L7R,pdb6l7r.ent.gz,B
3QT5,pdb3qt5.ent.gz,A
5YFI,pdb5yfi.ent.gz,H
7A9H,7A9H.pdb.gz,AAA
5UVG,pdb5uvg.ent.gz,A
6UUQ,pdb6uuq.ent.gz,B
6UEH,pdb6ueh.ent.gz,A
4KXQ,pdb4kxq.ent.gz,A
7DTK,pdb7dtk.ent.gz,A
6Y20,pdb6y20.ent.gz,C
5EZ2,pdb5ez2.ent.gz,A
6TQP,pdb6tqp.ent.gz,A
5JA9,pdb5ja9.ent.gz,A
5JA9,pdb5ja9.ent.gz,C
5D79,pdb5d79.ent.gz,A
3NPH,pdb3nph.ent.gz,B
6JBU,pdb6jbu.ent.gz,B
4MWA,pdb4mwa.ent.gz,A
3ACT,pdb3act.ent.gz,A
4DGQ,pdb4dgq.ent.gz,A
3Q2U,pdb3q2u.ent.gz,A
3QXF,pdb3qxf.ent.gz,A
4XPQ,pdb4xpq.ent.gz,A
4F7A,pdb4f7a.ent.gz,A
4FKE,pdb4fke.ent.gz,A
6ZT7,pdb6zt7.ent.gz,A
5Y8L,pdb5y8l.ent.gz,A
7Z71,7Z71.pdb.gz,B
1VKH,pdb1vkh.ent.gz,A
7LJI,7LJI.pdb.gz,A
6NB2,pdb6nb2.ent.gz,A
5B8I,pdb5b8i.ent.gz,A
4OL9,pdb4ol9.ent.gz,A
3PGX,pdb3pgx.ent.gz,A
5B8I,pdb5b8i.ent.gz,B
5B8I,pdb5b8i.ent.gz,C
4O6V,pdb4o6v.ent.gz,A
4GRD,pdb4grd.ent.gz,A
3DC8,pdb3dc8.ent.gz,A
7ETB,7ETB.pdb.gz,A
1W8S,pdb1w8s.ent.gz,A
7SBJ,7SBJ.pdb.gz,A
5IE2,pdb5ie2.ent.gz,A
2HC9,pdb2hc9.ent.gz,A
4URI,pdb4uri.ent.gz,A
5JD8,pdb5jd8.ent.gz,A
4IQG,pdb4iqg.ent.gz,A
5N9M,pdb5n9m.ent.gz,A
6LXQ,pdb6lxq.ent.gz,A
5V6D,pdb5v6d.ent.gz,A
4O9K,pdb4o9k.ent.gz,A
2ZUV,pdb2zuv.ent.gz,A
5VRB,pdb5vrb.ent.gz,A
7D9F,7D9F.pdb.gz,A
2GWN,pdb2gwn.ent.gz,A
7QP3,7QP3.pdb.gz,A
3QM3,pdb3qm3.ent.gz,A
4YPV,pdb4ypv.ent.gz,A
4HN9,pdb4hn9.ent.gz,A
5KEU,pdb5keu.ent.gz,A
4NW4,pdb4nw4.ent.gz,A
1A7T,pdb1a7t.ent.gz,A
6NW9,pdb6nw9.ent.gz,A
3ILZ,pdb3ilz.ent.gz,A
1BSG,pdb1bsg.ent.gz,A
2OTM,pdb2otm.ent.gz,A
2FWT,pdb2fwt.ent.gz,A
6DAM,pdb6dam.ent.gz,A
7TOM,7TOM.pdb.gz,A
6M4S,pdb6m4s.ent.gz,A
7LBJ,pdb7lbj.ent.gz,A
4JIG,pdb4jig.ent.gz,A
2R37,pdb2r37.ent.gz,A
7CTM,pdb7ctm.ent.gz,A
6KDC,pdb6kdc.ent.gz,A
4P7C,pdb4p7c.ent.gz,A
6OMZ,pdb6omz.ent.gz,A
3K1E,pdb3k1e.ent.gz,A
5KDW,pdb5kdw.ent.gz,A
3MZN,pdb3mzn.ent.gz,A
1QZ9,pdb1qz9.ent.gz,A
7E0N,7E0N.pdb.gz,A
2VN4,pdb2vn4.ent.gz,A
8DU1,8DU1.pdb.gz,A
2W2K,pdb2w2k.ent.gz,A
4IR8,pdb4ir8.ent.gz,A
3GC2,pdb3gc2.ent.gz,A
4WEO,pdb4weo.ent.gz,A
4QE0,pdb4qe0.ent.gz,A
6OD8,pdb6od8.ent.gz,A
5A2B,pdb5a2b.ent.gz,A
7K5Z,pdb7k5z.ent.gz,A
4J3F,pdb4j3f.ent.gz,A
2QPZ,pdb2qpz.ent.gz,A
7TWC,7TWC.pdb.gz,A
3PVJ,pdb3pvj.ent.gz,A
4P8I,pdb4p8i.ent.gz,A
4OHC,pdb4ohc.ent.gz,A
3QMN,pdb3qmn.ent.gz,A
6SXI,pdb6sxi.ent.gz,A
6SXI,pdb6sxi.ent.gz,B
6SM4,pdb6sm4.ent.gz,A
6M5A,pdb6m5a.ent.gz,A
6AN0,pdb6an0.ent.gz,A
4ONZ,pdb4onz.ent.gz,A
1WVE,pdb1wve.ent.gz,C
5I0F,pdb5i0f.ent.gz,B
3M8U,pdb3m8u.ent.gz,A
2RAU,pdb2rau.ent.gz,A
6IQM,pdb6iqm.ent.gz,A
3Q3U,pdb3q3u.ent.gz,A
3N5O,pdb3n5o.ent.gz,A
7CT3,pdb7ct3.ent.gz,A
3MXT,pdb3mxt.ent.gz,A
6EEP,pdb6eep.ent.gz,A
3BBY,pdb3bby.ent.gz,A
4ZYE,pdb4zye.ent.gz,A
5AEG,pdb5aeg.ent.gz,A
6PBL,pdb6pbl.ent.gz,A
2XM5,pdb2xm5.ent.gz,A
6WII,pdb6wii.ent.gz,A
3WX5,pdb3wx5.ent.gz,A
4TVC,pdb4tvc.ent.gz,A
7U56,7U56.pdb.gz,A
4HDJ,pdb4hdj.ent.gz,A
3BJD,pdb3bjd.ent.gz,A
1ZC0,pdb1zc0.ent.gz,A
7X0H,7X0H.pdb.gz,A
2OU3,pdb2ou3.ent.gz,A
6OKD,pdb6okd.ent.gz,A
3DO6,pdb3do6.ent.gz,A
5B66,pdb5b66.ent.gz,B
6CCI,pdb6cci.ent.gz,A
3ZBG,pdb3zbg.ent.gz,A
5B66,pdb5b66.ent.gz,C
2IB8,pdb2ib8.ent.gz,A
5O9W,pdb5o9w.ent.gz,A
5UWX,pdb5uwx.ent.gz,A
4EDP,pdb4edp.ent.gz,A
5B66,pdb5b66.ent.gz,A
5B66,pdb5b66.ent.gz,D
2VPJ,pdb2vpj.ent.gz,A
3HPD,pdb3hpd.ent.gz,A
2AAN,pdb2aan.ent.gz,A
3RMQ,pdb3rmq.ent.gz,A
5B66,pdb5b66.ent.gz,U
5B66,pdb5b66.ent.gz,E
5B66,pdb5b66.ent.gz,H
5B66,pdb5b66.ent.gz,Z
6OKD,pdb6okd.ent.gz,C
5B66,pdb5b66.ent.gz,F
5B66,pdb5b66.ent.gz,J
5B66,pdb5b66.ent.gz,X
6RIW,pdb6riw.ent.gz,A
4EPS,pdb4eps.ent.gz,A
5XGW,pdb5xgw.ent.gz,A
4DLQ,pdb4dlq.ent.gz,A
5HA4,pdb5ha4.ent.gz,A
4QBN,pdb4qbn.ent.gz,A
4IUW,pdb4iuw.ent.gz,A
6NYQ,pdb6nyq.ent.gz,C
5NRY,pdb5nry.ent.gz,A
6W1K,pdb6w1k.ent.gz,A
4FMH,pdb4fmh.ent.gz,A
6NYQ,pdb6nyq.ent.gz,H
7UWT,7UWT.pdb.gz,A
5AXG,pdb5axg.ent.gz,A
5IL3,pdb5il3.ent.gz,A
5TUK,pdb5tuk.ent.gz,A
6C49,pdb6c49.ent.gz,A
4ZQB,pdb4zqb.ent.gz,A
3CNY,pdb3cny.ent.gz,A
2WM3,pdb2wm3.ent.gz,A
3F7W,pdb3f7w.ent.gz,A
7JIZ,7JIZ.pdb.gz,A
4M16,pdb4m16.ent.gz,A
5UM0,pdb5um0.ent.gz,A
5I2L,pdb5i2l.ent.gz,A
4BA0,pdb4ba0.ent.gz,A
4GWM,pdb4gwm.ent.gz,A
3IUK,pdb3iuk.ent.gz,A
3ETF,pdb3etf.ent.gz,A
5F7R,pdb5f7r.ent.gz,A
1MUC,pdb1muc.ent.gz,A
5L8H,pdb5l8h.ent.gz,A
7YZT,7YZT.pdb.gz,A
3FJ2,pdb3fj2.ent.gz,A
4K4C,pdb4k4c.ent.gz,A
4HOI,pdb4hoi.ent.gz,A
5KZT,pdb5kzt.ent.gz,A
5EKS,pdb5eks.ent.gz,A
4WOK,pdb4wok.ent.gz,A
4CZX,pdb4czx.ent.gz,A
8EWA,8EWA.pdb.gz,A
3DNP,pdb3dnp.ent.gz,A
7X78,7X78.pdb.gz,A
4CZX,pdb4czx.ent.gz,B
4FYT,pdb4fyt.ent.gz,A
6PNT,pdb6pnt.ent.gz,A
3VXC,pdb3vxc.ent.gz,A
4P3M,pdb4p3m.ent.gz,A
2PA6,pdb2pa6.ent.gz,A
4H51,pdb4h51.ent.gz,A
6HXA,pdb6hxa.ent.gz,A
1JKM,pdb1jkm.ent.gz,A
4EGD,pdb4egd.ent.gz,A
5TEA,pdb5tea.ent.gz,A
6OGH,pdb6ogh.ent.gz,A
6JTD,pdb6jtd.ent.gz,A
3GYC,pdb3gyc.ent.gz,A
3O6N,pdb3o6n.ent.gz,A
1YB5,pdb1yb5.ent.gz,A
2YYY,pdb2yyy.ent.gz,A
5UZ8,pdb5uz8.ent.gz,A
6BDX,pdb6bdx.ent.gz,A
1ZCH,pdb1zch.ent.gz,A
3S5Q,pdb3s5q.ent.gz,A
3GE6,pdb3ge6.ent.gz,A
8CU5,8CU5.pdb.gz,A
6OKH,pdb6okh.ent.gz,A
2JJS,pdb2jjs.ent.gz,C
1HCV,pdb1hcv.ent.gz,A
7A56,pdb7a56.ent.gz,A
5WNN,pdb5wnn.ent.gz,A
6E8Y,pdb6e8y.ent.gz,A
5BO7,pdb5bo7.ent.gz,A
2OJH,pdb2ojh.ent.gz,A
7QUJ,7QUJ.pdb.gz,A
5COM,pdb5com.ent.gz,A
3FMB,pdb3fmb.ent.gz,A
2W7N,pdb2w7n.ent.gz,A
2HJH,pdb2hjh.ent.gz,A
6TFI,pdb6tfi.ent.gz,A
3UCX,pdb3ucx.ent.gz,A
6OEW,pdb6oew.ent.gz,A
4KUI,pdb4kui.ent.gz,A
6BWE,pdb6bwe.ent.gz,A
5HL6,pdb5hl6.ent.gz,A
5GT1,pdb5gt1.ent.gz,A
2OP6,pdb2op6.ent.gz,A
1O6A,pdb1o6a.ent.gz,A
1B25,pdb1b25.ent.gz,A
7VU2,7VU2.pdb.gz,A
6GRH,pdb6grh.ent.gz,D
5ZNM,pdb5znm.ent.gz,A
6GRH,pdb6grh.ent.gz,1
6C98,pdb6c98.ent.gz,A
6GRH,pdb6grh.ent.gz,C
3AYV,pdb3ayv.ent.gz,A
3OII,pdb3oii.ent.gz,A
2OGI,pdb2ogi.ent.gz,A
2NSQ,pdb2nsq.ent.gz,A
1RI8,pdb1ri8.ent.gz,A
7LQ2,pdb7lq2.ent.gz,A
6GRH,pdb6grh.ent.gz,A
2YA0,pdb2ya0.ent.gz,A
7BV3,pdb7bv3.ent.gz,A
5HIW,pdb5hiw.ent.gz,A
6DJK,pdb6djk.ent.gz,A
3WF7,pdb3wf7.ent.gz,A
4F2N,pdb4f2n.ent.gz,A
4DKC,pdb4dkc.ent.gz,A
3FG1,pdb3fg1.ent.gz,A
1VEM,pdb1vem.ent.gz,A
3UGU,pdb3ugu.ent.gz,A
5TRD,pdb5trd.ent.gz,A
4G1I,pdb4g1i.ent.gz,A
6LTQ,pdb6ltq.ent.gz,A
5VCU,pdb5vcu.ent.gz,A
2OUA,pdb2oua.ent.gz,A
2O4D,pdb2o4d.ent.gz,A
4TWG,pdb4twg.ent.gz,A
7QBF,7QBF.pdb.gz,C
5DJE,pdb5dje.ent.gz,A
7QBF,7QBF.pdb.gz,B
1ODO,pdb1odo.ent.gz,A
6C5C,pdb6c5c.ent.gz,A
4RIF,pdb4rif.ent.gz,A
3D1R,pdb3d1r.ent.gz,A
1WCH,pdb1wch.ent.gz,A
3HDL,pdb3hdl.ent.gz,A
6XYC,pdb6xyc.ent.gz,A
4OD8,pdb4od8.ent.gz,A
4OD8,pdb4od8.ent.gz,C
5ZHB,pdb5zhb.ent.gz,A
7DP6,7DP6.pdb.gz,A
4YPM,pdb4ypm.ent.gz,A
3TAH,pdb3tah.ent.gz,A
7U2R,7U2R.pdb.gz,A
2OCZ,pdb2ocz.ent.gz,A
7QOD,7QOD.pdb.gz,A
4F82,pdb4f82.ent.gz,A
4K5B,pdb4k5b.ent.gz,A
1QQY,pdb1qqy.ent.gz,A
4MGE,pdb4mge.ent.gz,A
5V77,pdb5v77.ent.gz,A
2CWY,pdb2cwy.ent.gz,A
4AJ9,pdb4aj9.ent.gz,A
3EDY,pdb3edy.ent.gz,A
7EYO,7EYO.pdb.gz,A
5OKP,pdb5okp.ent.gz,A
4YHE,pdb4yhe.ent.gz,A
1OTH,pdb1oth.ent.gz,A
5LF2,pdb5lf2.ent.gz,A
3FS2,pdb3fs2.ent.gz,A
3WWN,pdb3wwn.ent.gz,A
3TL3,pdb3tl3.ent.gz,A
5X9A,pdb5x9a.ent.gz,A
3ON4,pdb3on4.ent.gz,A
5OJJ,pdb5ojj.ent.gz,A
3GI7,pdb3gi7.ent.gz,A
2ZFZ,pdb2zfz.ent.gz,A
4C5S,pdb4c5s.ent.gz,A
5L7R,pdb5l7r.ent.gz,A
6GQ3,pdb6gq3.ent.gz,A
7UTC,7UTC.pdb.gz,A
4QED,pdb4qed.ent.gz,A
2Q86,pdb2q86.ent.gz,A
6UUD,pdb6uud.ent.gz,H
5MYF,pdb5myf.ent.gz,A
3KXU,pdb3kxu.ent.gz,A
4D53,pdb4d53.ent.gz,A
4Q94,pdb4q94.ent.gz,A
4F55,pdb4f55.ent.gz,A
4GCN,pdb4gcn.ent.gz,A
6VBF,pdb6vbf.ent.gz,A
3OV8,pdb3ov8.ent.gz,A
2V0C,pdb2v0c.ent.gz,A
3P1W,pdb3p1w.ent.gz,A
5B1Q,pdb5b1q.ent.gz,A
1VQU,pdb1vqu.ent.gz,A
5K8C,pdb5k8c.ent.gz,A
6K92,pdb6k92.ent.gz,A
4L0J,pdb4l0j.ent.gz,A
3NN1,pdb3nn1.ent.gz,A
5TPP,pdb5tpp.ent.gz,H
6Q2U,pdb6q2u.ent.gz,A
5MZG,pdb5mzg.ent.gz,A
3EGG,pdb3egg.ent.gz,C
3L2H,pdb3l2h.ent.gz,A
2F2E,pdb2f2e.ent.gz,A
7CZ9,pdb7cz9.ent.gz,A
2VVM,pdb2vvm.ent.gz,A
7TBU,7TBU.pdb.gz,A
6WOP,pdb6wop.ent.gz,A
4DL9,pdb4dl9.ent.gz,A
3FXQ,pdb3fxq.ent.gz,A
2IKS,pdb2iks.ent.gz,A
5TTA,pdb5tta.ent.gz,A
5G23,pdb5g23.ent.gz,A
3UCJ,pdb3ucj.ent.gz,A
1JPT,pdb1jpt.ent.gz,H
2Y7P,pdb2y7p.ent.gz,A
4UA3,pdb4ua3.ent.gz,A
4YF1,pdb4yf1.ent.gz,A
7X2E,7X2E.pdb.gz,A
6I96,pdb6i96.ent.gz,A
7AJO,pdb7ajo.ent.gz,A
5YJW,pdb5yjw.ent.gz,A
2PTR,pdb2ptr.ent.gz,A
7LVY,7LVY.pdb.gz,A
1U6E,pdb1u6e.ent.gz,A
6Z0P,pdb6z0p.ent.gz,A
2VEC,pdb2vec.ent.gz,A
1DHK,pdb1dhk.ent.gz,B
2YVA,pdb2yva.ent.gz,A
3HH1,pdb3hh1.ent.gz,A
4IZO,pdb4izo.ent.gz,A
6VLB,pdb6vlb.ent.gz,A
1K8W,pdb1k8w.ent.gz,A
4K3D,pdb4k3d.ent.gz,H
3KOG,pdb3kog.ent.gz,A
4K3D,pdb4k3d.ent.gz,L
4H8W,pdb4h8w.ent.gz,C
4JHG,pdb4jhg.ent.gz,A
3GP4,pdb3gp4.ent.gz,A
5G2F,pdb5g2f.ent.gz,A
5U97,pdb5u97.ent.gz,A
5HSQ,pdb5hsq.ent.gz,A
7ACG,pdb7acg.ent.gz,A
3QLD,pdb3qld.ent.gz,A
5JIL,pdb5jil.ent.gz,A
3C0I,pdb3c0i.ent.gz,A
4HZI,pdb4hzi.ent.gz,A
2ABK,pdb2abk.ent.gz,A
7S5N,pdb7s5n.ent.gz,A
7NOW,pdb7now.ent.gz,A
4RDU,pdb4rdu.ent.gz,A
4Z3X,pdb4z3x.ent.gz,A
3FHD,pdb3fhd.ent.gz,A
6FHF,pdb6fhf.ent.gz,A
7ESQ,7ESQ.pdb.gz,A
